R-HSA-6798695	Neutrophil degranulation	nme2
R-HSA-6798695	Neutrophil degranulation	neu1
R-HSA-6798695	Neutrophil degranulation	bst1
R-HSA-6798695	Neutrophil degranulation	bst2
R-HSA-6798695	Neutrophil degranulation	ormdl3
R-HSA-6798695	Neutrophil degranulation	ncstn
R-HSA-6798695	Neutrophil degranulation	lta4h
R-HSA-6798695	Neutrophil degranulation	kcnab2
R-HSA-6798695	Neutrophil degranulation	cd14
R-HSA-6798695	Neutrophil degranulation	arsb
R-HSA-6798695	Neutrophil degranulation	cdk13
R-HSA-6798695	Neutrophil degranulation	hebp2
R-HSA-6798695	Neutrophil degranulation	agpat2
R-HSA-6798695	Neutrophil degranulation	pgam1
R-HSA-6798695	Neutrophil degranulation	atp8a1
R-HSA-6798695	Neutrophil degranulation	ppbp
R-HSA-6798695	Neutrophil degranulation	c3ar1
R-HSA-6798695	Neutrophil degranulation	hmgb1
R-HSA-6798695	Neutrophil degranulation	dsn1
R-HSA-6798695	Neutrophil degranulation	igf2r
R-HSA-6798695	Neutrophil degranulation	prdx4
R-HSA-6798695	Neutrophil degranulation	cst3
R-HSA-6798695	Neutrophil degranulation	sdcbp
R-HSA-6798695	Neutrophil degranulation	plac8
R-HSA-6798695	Neutrophil degranulation	tspan14
R-HSA-6798695	Neutrophil degranulation	cct8
R-HSA-6798695	Neutrophil degranulation	dync1li1
R-HSA-6798695	Neutrophil degranulation	cd47
R-HSA-6798695	Neutrophil degranulation	cd44
R-HSA-6798695	Neutrophil degranulation	atp8b4
R-HSA-6798695	Neutrophil degranulation	cd53
R-HSA-6798695	Neutrophil degranulation	dbnl
R-HSA-6798695	Neutrophil degranulation	hspa8
R-HSA-6798695	Neutrophil degranulation	hspa6
R-HSA-6798695	Neutrophil degranulation	prkcd
R-HSA-6798695	Neutrophil degranulation	anxa2
R-HSA-6798695	Neutrophil degranulation	atp11a
R-HSA-6798695	Neutrophil degranulation	serpinb10
R-HSA-6798695	Neutrophil degranulation	atp11b
R-HSA-6798695	Neutrophil degranulation	pa2g4
R-HSA-6798695	Neutrophil degranulation	serpinb12
R-HSA-6798695	Neutrophil degranulation	aprt
R-HSA-6798695	Neutrophil degranulation	ctsh
R-HSA-6798695	Neutrophil degranulation	rac1
R-HSA-6798695	Neutrophil degranulation	faf2
R-HSA-6798695	Neutrophil degranulation	hbb
R-HSA-6798695	Neutrophil degranulation	cd36
R-HSA-6798695	Neutrophil degranulation	ctsg
R-HSA-6798695	Neutrophil degranulation	ctsd
R-HSA-6798695	Neutrophil degranulation	ctsb
R-HSA-6798695	Neutrophil degranulation	ctsc
R-HSA-6798695	Neutrophil degranulation	camp
R-HSA-6798695	Neutrophil degranulation	cd33
R-HSA-6798695	Neutrophil degranulation	cct2
R-HSA-6798695	Neutrophil degranulation	cap1
R-HSA-6798695	Neutrophil degranulation	orm1
R-HSA-6798695	Neutrophil degranulation	hsp90aa1
R-HSA-6798695	Neutrophil degranulation	ctsz
R-HSA-6798695	Neutrophil degranulation	gdi2
R-HSA-6798695	Neutrophil degranulation	rhof
R-HSA-6798695	Neutrophil degranulation	rhog
R-HSA-6798695	Neutrophil degranulation	ptprn2
R-HSA-6798695	Neutrophil degranulation	orm2
R-HSA-6798695	Neutrophil degranulation	rhoa
R-HSA-6798695	Neutrophil degranulation	ctss
R-HSA-6798695	Neutrophil degranulation	prdx6
R-HSA-6798695	Neutrophil degranulation	mme
R-HSA-6798695	Neutrophil degranulation	gaa
R-HSA-6798695	Neutrophil degranulation	vamp8
R-HSA-6798695	Neutrophil degranulation	fabp5
R-HSA-6798695	Neutrophil degranulation	lrrc7
R-HSA-6798695	Neutrophil degranulation	tnfaip6
R-HSA-6798695	Neutrophil degranulation	cd68
R-HSA-6798695	Neutrophil degranulation	timp2
R-HSA-6798695	Neutrophil degranulation	prss3
R-HSA-6798695	Neutrophil degranulation	prss2
R-HSA-6798695	Neutrophil degranulation	adam10
R-HSA-6798695	Neutrophil degranulation	dok3
R-HSA-6798695	Neutrophil degranulation	pgrmc1
R-HSA-6798695	Neutrophil degranulation	qpct
R-HSA-6798695	Neutrophil degranulation	cracr2a
R-HSA-6798695	Neutrophil degranulation	erp44
R-HSA-6798695	Neutrophil degranulation	alox5
R-HSA-6798695	Neutrophil degranulation	cd58
R-HSA-6798695	Neutrophil degranulation	padi2
R-HSA-6798695	Neutrophil degranulation	cd59
R-HSA-6798695	Neutrophil degranulation	cd55
R-HSA-6798695	Neutrophil degranulation	cstb
R-HSA-6798695	Neutrophil degranulation	cd63
R-HSA-6798695	Neutrophil degranulation	asah1
R-HSA-6798695	Neutrophil degranulation	psmd1
R-HSA-6798695	Neutrophil degranulation	psmd2
R-HSA-6798695	Neutrophil degranulation	psmd3
R-HSA-6798695	Neutrophil degranulation	psmd6
R-HSA-6798695	Neutrophil degranulation	psmd7
R-HSA-6798695	Neutrophil degranulation	cnn2
R-HSA-6798695	Neutrophil degranulation	rab14
R-HSA-6798695	Neutrophil degranulation	plau
R-HSA-6798695	Neutrophil degranulation	gca
R-HSA-6798695	Neutrophil degranulation	defa1
R-HSA-6798695	Neutrophil degranulation	huwe1
R-HSA-6798695	Neutrophil degranulation	rab10
R-HSA-6798695	Neutrophil degranulation	defa4
R-HSA-6798695	Neutrophil degranulation	adam8
R-HSA-6798695	Neutrophil degranulation	rab18
R-HSA-6798695	Neutrophil degranulation	actr10
R-HSA-6798695	Neutrophil degranulation	dynlt1
R-HSA-6798695	Neutrophil degranulation	ptpn6
R-HSA-6798695	Neutrophil degranulation	cd93
R-HSA-6798695	Neutrophil degranulation	idh1
R-HSA-6798695	Neutrophil degranulation	rock1
R-HSA-6798695	Neutrophil degranulation	cybb
R-HSA-6798695	Neutrophil degranulation	cyba
R-HSA-6798695	Neutrophil degranulation	olfm4
R-HSA-6798695	Neutrophil degranulation	ddost
R-HSA-6798695	Neutrophil degranulation	mmp25
R-HSA-6798695	Neutrophil degranulation	ppie
R-HSA-6798695	Neutrophil degranulation	stk11ip
R-HSA-6798695	Neutrophil degranulation	ypel5
R-HSA-6798695	Neutrophil degranulation	ppia
R-HSA-6798695	Neutrophil degranulation	mpo
R-HSA-6798695	Neutrophil degranulation	fcn1
R-HSA-6798695	Neutrophil degranulation	cystm1
R-HSA-6798695	Neutrophil degranulation	nfkb1
R-HSA-6798695	Neutrophil degranulation	stk10
R-HSA-6798695	Neutrophil degranulation	lamp2
R-HSA-6798695	Neutrophil degranulation	lamp1
R-HSA-6798695	Neutrophil degranulation	arl8a
R-HSA-6798695	Neutrophil degranulation	dgat1
R-HSA-6798695	Neutrophil degranulation	ap1m1
R-HSA-6798695	Neutrophil degranulation	chi3l1
R-HSA-6798695	Neutrophil degranulation	mmp9
R-HSA-6798695	Neutrophil degranulation	mmp8
R-HSA-6798695	Neutrophil degranulation	arpc5
R-HSA-6798695	Neutrophil degranulation	commd9
R-HSA-6798695	Neutrophil degranulation	vcl
R-HSA-6798695	Neutrophil degranulation	actr1b
R-HSA-6798695	Neutrophil degranulation	kpnb1
R-HSA-6798695	Neutrophil degranulation	vcp
R-HSA-6798695	Neutrophil degranulation	commd3
R-HSA-6798695	Neutrophil degranulation	sell
R-HSA-6798695	Neutrophil degranulation	cd177
R-HSA-6798695	Neutrophil degranulation	kcmf1
R-HSA-6798695	Neutrophil degranulation	mgam
R-HSA-6798695	Neutrophil degranulation	frmpd3
R-HSA-6798695	Neutrophil degranulation	slc11a1
R-HSA-6798695	Neutrophil degranulation	mapk14
R-HSA-6798695	Neutrophil degranulation	ada2
R-HSA-6798695	Neutrophil degranulation	dpp7
R-HSA-6798695	Neutrophil degranulation	pld1
R-HSA-6798695	Neutrophil degranulation	tyrobp
R-HSA-6798695	Neutrophil degranulation	glb1
R-HSA-6798695	Neutrophil degranulation	nfasc
R-HSA-6798695	Neutrophil degranulation	lamtor3
R-HSA-6798695	Neutrophil degranulation	ggh
R-HSA-6798695	Neutrophil degranulation	ptx3
R-HSA-6798695	Neutrophil degranulation	hspa1a
R-HSA-6798695	Neutrophil degranulation	hspa1b
R-HSA-6798695	Neutrophil degranulation	gusb
R-HSA-6798695	Neutrophil degranulation	lamtor2
R-HSA-6798695	Neutrophil degranulation	lamtor1
R-HSA-6798695	Neutrophil degranulation	rab3d
R-HSA-6798695	Neutrophil degranulation	hk3
R-HSA-6798695	Neutrophil degranulation	rab3a
R-HSA-6798695	Neutrophil degranulation	apaf1
R-HSA-6798695	Neutrophil degranulation	actr2
R-HSA-6798695	Neutrophil degranulation	hla-b
R-HSA-6798695	Neutrophil degranulation	hla-c
R-HSA-6798695	Neutrophil degranulation	mettl7a
R-HSA-6798695	Neutrophil degranulation	cd300a
R-HSA-6798695	Neutrophil degranulation	diaph1
R-HSA-6798695	Neutrophil degranulation	cant1
R-HSA-6798695	Neutrophil degranulation	man2b1
R-HSA-6798695	Neutrophil degranulation	siglec9
R-HSA-6798695	Neutrophil degranulation	rab31
R-HSA-6798695	Neutrophil degranulation	syngr1
R-HSA-6798695	Neutrophil degranulation	pglyrp1
R-HSA-6798695	Neutrophil degranulation	stom
R-HSA-6798695	Neutrophil degranulation	siglec5
R-HSA-6798695	Neutrophil degranulation	fgr
R-HSA-6798695	Neutrophil degranulation	pdxk
R-HSA-6798695	Neutrophil degranulation	folr3
R-HSA-6798695	Neutrophil degranulation	cat
R-HSA-6798695	Neutrophil degranulation	slc44a2
R-HSA-6798695	Neutrophil degranulation	retn
R-HSA-6798695	Neutrophil degranulation	psmd13
R-HSA-6798695	Neutrophil degranulation	psmd14
R-HSA-6798695	Neutrophil degranulation	psmd11
R-HSA-6798695	Neutrophil degranulation	psmd12
R-HSA-6798695	Neutrophil degranulation	ltf
R-HSA-6798695	Neutrophil degranulation	nbeal2
R-HSA-6798695	Neutrophil degranulation	c1orf35
R-HSA-6798695	Neutrophil degranulation	rab24
R-HSA-6798695	Neutrophil degranulation	tollip
R-HSA-6798695	Neutrophil degranulation	mvp
R-HSA-6798695	Neutrophil degranulation	p2rx1
R-HSA-6798695	Neutrophil degranulation	chrnb4
R-HSA-6798695	Neutrophil degranulation	plekho2
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	psmb8
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	ube2r2
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	psmb9
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	trim69
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	atg7
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	fbxo2
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	trim71
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	psmc1
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	psmc2
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	psmc3
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	psmc4
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	nedd4l
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	psmc5
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	psmc6
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	psma7
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	ube2q1
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	psma8
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	ube2q2
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	znrf1
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	fbxo6
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	fbxo4
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	skp1
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	dzip3
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	btrc
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	fbxo9
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	skp2
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	fbxo7
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	lrrc41
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	ccnf
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	trim63
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	lrr1
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	psmb1
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	psmb2
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	psmb3
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	cblb
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	ubac1
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	psmb4
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	psmb5
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	psmb6
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	psmb7
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	rps27a
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	cdc23
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	cdc20
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	fbxl8
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	cdc27
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	fbxl3
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	fbxl7
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	fbxl5
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	fbxl4
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	siah2
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	det1
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	siah1
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	trim50
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	psma1
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	keap1
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	psma2
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	psma3
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	psma4
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	psma5
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	mex3c
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	psma6
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	trim39
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	dcaf1
